label,document_count,valence_mean,valence_median,valence_std,arousal_mean,arousal_median,arousal_std,dominance_mean,dominance_median,dominance_std
fake,10000,2.7664342145204546,2.7544784545898438,0.2078044221626895,3.3243218091964724,3.308634400367737,0.16042165407185632,3.1574853510856626,3.157594919204712,0.09532339912991987
true,10000,2.851252185201645,2.865230679512024,0.19856426337442226,3.1479037523269655,3.1386427879333496,0.10878752895456052,3.1258335050582886,3.134002208709717,0.09650369774359675
